Origin,Mode of Transport,Distance,Travel Time,Age Group,Weather,Peak/NoPeak,Day,Carpooling,Age,Eco_Consciousness,Total Congestion,Total Travel Time,Total Costs,Total Emissions
London,Petrol Car,73.2,1.1,55-64,Cloudy,No Peak,Weekend,3,60,4,1.45,1.595,52.98,9808.8
Bristol,Petrol Car,112.7,1,25-34,Cloudy,Peak,Weekday,3,30,7,1.9,1.9,70.755,15101.8
Bristol,Petrol Car,18.1,1.5,35-44,Cloudy,Peak,Weekday,3,40,6,1.9,2.85,28.185,2425.4
Liverpool,Petrol Car,123.6,1.9,45-54,Cloudy,No Peak,Weekday,3,50,5,1.26,2.394,75.66,16562.4
Bristol,Petrol Car,37.2,1.5,35-44,Cloudy,No Peak,Weekday,3,40,6,1.26,1.89,36.78,4984.8
Birmingham,Petrol Car,82.3,1.4,25-34,Cloudy,No Peak,Weekday,3,30,7,1.26,1.764,57.075,11028.2
Manchester,Petrol Car,59.5,1.1,18-24,Cloudy,Peak,Weekday,3,21,8,1.9,2.09,46.815,7973
Bristol,Petrol Car,115.8,1.1,35-44,Cloudy,No Peak,Weekday,3,40,6,1.26,1.386,72.15,15517.2
Liverpool,Petrol Car,94.7,1.6,45-54,Cloudy,Peak,Weekend,3,50,5,2.18,3.488,62.655,12689.8
Manchester,Petrol Car,128,2.5,55-64,Cloudy,Peak,Weekend,3,60,4,2.18,5.45,77.64,17152
Newcastle,Petrol Car,87.9,1.3,18-24,Cloudy,Peak,Weekday,3,21,8,1.9,2.47,59.595,11778.6
Birmingham,Petrol Car,77.7,1.6,35-44,Cloudy,Peak,Weekday,3,40,6,1.9,3.04,55.005,10411.8
Liverpool,Petrol Car,88.1,1.7,35-44,Cloudy,Peak,Weekday,3,40,6,1.9,3.23,59.685,11805.4
Bristol,Petrol Car,125.9,1.2,45-54,Cloudy,Peak,Weekend,3,50,5,2.18,2.616,76.695,16870.6
London,Petrol Car,106.5,1.7,65+,Cloudy,No Peak,Weekday,3,68,4,1.26,2.142,67.965,14271
Manchester,Petrol Car,104.8,1.1,25-34,Cloudy,Peak,Weekday,3,30,7,1.9,2.09,67.2,14043.2
Bristol,Petrol Car,93.5,0.7,18-24,Cloudy,No Peak,Weekday,3,21,8,1.26,0.882,62.115,12529
London,Petrol Car,104.7,1.6,35-44,Cloudy,Peak,Weekend,3,40,6,2.18,3.488,67.155,14029.8
Manchester,Petrol Car,100.8,1.3,45-54,Cloudy,Peak,Weekend,3,50,5,2.18,2.834,65.4,13507.2
Bristol,Petrol Car,117.9,1.4,45-54,Cloudy,Peak,Weekend,3,50,5,2.18,3.052,73.095,15798.6
Bristol,Petrol Car,73.3,1.4,65+,Cloudy,No Peak,Weekend,3,68,4,1.45,2.03,53.025,9822.2
Bristol,Petrol Car,117.8,1.4,25-34,Cloudy,Peak,Weekend,3,30,7,2.18,3.052,73.05,15785.2
Manchester,Petrol Car,88.8,1.5,35-44,Cloudy,Peak,Weekday,3,40,6,1.9,2.85,60,11899.2
Newcastle,Petrol Car,77.2,1,25-34,Cloudy,Peak,Weekend,3,30,7,2.18,2.18,54.78,10344.8
London,Petrol Car,126.1,1,45-54,Cloudy,No Peak,Weekend,3,50,5,1.45,1.45,76.785,16897.4
Newcastle,Petrol Car,109.5,1.9,18-24,Cloudy,Peak,Weekday,3,21,8,1.9,3.61,69.315,14673
Liverpool,Petrol Car,117.6,1.2,55-64,Cloudy,Peak,Weekend,3,60,4,2.18,2.616,72.96,15758.4
Bristol,Petrol Car,81.5,1.3,35-44,Cloudy,Peak,Weekend,3,40,6,2.18,2.834,56.715,10921
Newcastle,Petrol Car,111.2,1.7,25-34,Cloudy,No Peak,Weekend,3,30,7,1.45,2.465,70.08,14900.8
Bristol,Petrol Car,133.6,1,35-44,Cloudy,No Peak,Weekend,3,40,6,1.45,1.45,80.16,17902.4
Manchester,Petrol Car,83.5,1.6,35-44,Cloudy,No Peak,Weekend,3,40,6,1.45,2.32,57.615,11189
Newcastle,Petrol Car,174.8,1.7,25-34,Cloudy,No Peak,Weekday,3,30,7,1.26,2.142,98.7,23423.2
Birmingham,Petrol Car,105.5,1.7,35-44,Cloudy,Peak,Weekday,3,40,6,1.9,3.23,67.515,14137
Newcastle,Petrol Car,112.3,1,18-24,Cloudy,Peak,Weekend,3,21,8,2.18,2.18,70.575,15048.2
Birmingham,Petrol Car,99.7,1.5,55-64,Cloudy,Peak,Weekend,3,60,4,2.18,3.27,64.905,13359.8
Birmingham,Petrol Car,76.7,2,18-24,Cloudy,Peak,Weekday,3,21,8,1.9,3.8,54.555,10277.8
Newcastle,Petrol Car,144.7,1.3,35-44,Cloudy,No Peak,Weekend,3,40,6,1.45,1.885,85.155,19389.8
London,Petrol Car,125.8,1.4,55-64,Cloudy,Peak,Weekend,3,60,4,2.18,3.052,76.65,16857.2
Bristol,Petrol Car,117.8,1.1,35-44,Cloudy,No Peak,Weekday,3,40,6,1.26,1.386,73.05,15785.2
Liverpool,Petrol Car,135.4,1.1,45-54,Cloudy,No Peak,Weekday,3,50,5,1.26,1.386,80.97,18143.6
Birmingham,Petrol Car,122,1.4,25-34,Cloudy,Peak,Weekend,3,30,7,2.18,3.052,74.94,16348
Bristol,Petrol Car,89.6,0.8,18-24,Sunny,No Peak,Weekend,3,21,8,1.32,1.056,60.36,12006.4
Liverpool,Petrol Car,105.2,1.8,25-34,Sunny,No Peak,Weekend,3,30,7,1.32,2.376,67.38,14096.8
Liverpool,Petrol Car,128.7,1.5,18-24,Sunny,No Peak,Weekend,3,21,8,1.32,1.98,77.955,17245.8
Newcastle,Petrol Car,121.1,1.7,35-44,Sunny,No Peak,Weekday,3,40,6,1.15,1.955,74.535,16227.4
Bristol,Petrol Car,62.8,1.8,25-34,Sunny,No Peak,Weekend,3,30,7,1.32,2.376,48.3,8415.2
Birmingham,Petrol Car,146.2,1.2,18-24,Sunny,No Peak,Weekday,3,21,8,1.15,1.38,85.83,19590.8
London,Petrol Car,104.5,1.3,25-34,Sunny,No Peak,Weekend,3,30,7,1.32,1.716,67.065,14003
Newcastle,Petrol Car,78.9,1.3,18-24,Sunny,No Peak,Weekday,3,21,8,1.15,1.495,55.545,10572.6
Newcastle,Petrol Car,108.7,1.3,18-24,Sunny,No Peak,Weekend,3,21,8,1.32,1.716,68.955,14565.8
Newcastle,Petrol Car,146.5,1.5,55-64,Sunny,No Peak,Weekend,3,60,4,1.32,1.98,85.965,19631
Bristol,Petrol Car,86.7,1.7,18-24,Sunny,No Peak,Weekday,3,21,8,1.15,1.955,59.055,11617.8
Manchester,Petrol Car,150.4,1.9,65+,Sunny,No Peak,Weekday,3,68,4,1.15,2.185,87.72,20153.6
Manchester,Petrol Car,72.8,1.2,25-34,Sunny,No Peak,Weekday,3,30,7,1.15,1.38,52.8,9755.2
Newcastle,Petrol Car,137,1.3,18-24,Sunny,No Peak,Weekend,3,21,8,1.32,1.716,81.69,18358
London,Petrol Car,58.9,1.5,45-54,Sunny,No Peak,Weekend,3,50,5,1.32,1.98,46.545,7892.6
Birmingham,Petrol Car,129.5,1.1,55-64,Sunny,No Peak,Weekend,3,60,4,1.32,1.452,78.315,17353
Birmingham,Petrol Car,93.5,1.6,35-44,Sunny,No Peak,Weekend,3,40,6,1.32,2.112,62.115,12529
Bristol,Petrol Car,105.2,1.8,18-24,Sunny,No Peak,Weekday,3,21,8,1.15,2.07,67.38,14096.8
Liverpool,Petrol Car,80.6,1.5,18-24,Sunny,No Peak,Weekend,3,21,8,1.32,1.98,56.31,10800.4
London,Petrol Car,120.4,1.6,45-54,Sunny,No Peak,Weekday,3,50,5,1.15,1.84,74.22,16133.6
Liverpool,Petrol Car,81.3,0.6,45-54,Sunny,No Peak,Weekday,3,50,5,1.15,0.69,56.625,10894.2
Newcastle,Petrol Car,142.2,1.1,25-34,Sunny,No Peak,Weekday,3,30,7,1.15,1.265,84.03,19054.8
Liverpool,Petrol Car,131.4,1.9,35-44,Sunny,No Peak,Weekend,3,40,6,1.32,2.508,79.17,17607.6
Bristol,Petrol Car,91.5,1.4,18-24,Sunny,No Peak,Weekday,3,21,8,1.15,1.61,61.215,12261
Bristol,Petrol Car,145.4,1.2,25-34,Sunny,No Peak,Weekend,3,30,7,1.32,1.584,85.47,19483.6
Liverpool,Petrol Car,87.3,1.7,45-54,Sunny,No Peak,Weekend,3,50,5,1.32,2.244,59.325,11698.2
Manchester,Petrol Car,102.8,1.5,45-54,Sunny,No Peak,Weekday,3,50,5,1.15,1.725,66.3,13775.2
London,Petrol Car,114.2,1.4,18-24,Sunny,No Peak,Weekend,3,21,8,1.32,1.848,71.43,15302.8
London,Petrol Car,163.9,1.9,45-54,Sunny,No Peak,Weekend,3,50,5,1.32,2.508,93.795,21962.6
Liverpool,Petrol Car,60.1,1.6,18-24,Sunny,No Peak,Weekday,3,21,8,1.15,1.84,47.085,8053.4
Birmingham,Petrol Car,113.3,1.3,35-44,Sunny,No Peak,Weekday,3,40,6,1.15,1.495,71.025,15182.2
Liverpool,Petrol Car,112.7,1.5,25-34,Sunny,No Peak,Weekend,3,30,7,1.32,1.98,70.755,15101.8
Newcastle,Petrol Car,53.2,1.8,18-24,Sunny,No Peak,Weekday,3,21,8,1.15,2.07,43.98,7128.8
Bristol,Petrol Car,64.9,1.7,45-54,Sunny,No Peak,Weekday,3,50,5,1.15,1.955,49.245,8696.6
Manchester,Petrol Car,131.9,1,25-34,Sunny,No Peak,Weekend,3,30,7,1.32,1.32,79.395,17674.6
Newcastle,Petrol Car,150.7,1.3,25-34,Sunny,No Peak,Weekend,3,30,7,1.32,1.716,87.855,20193.8
Bristol,Petrol Car,161.5,1.3,25-34,Sunny,No Peak,Weekend,3,30,7,1.32,1.716,92.715,21641
Newcastle,Petrol Car,76.7,1.3,25-34,Sunny,No Peak,Weekend,3,30,7,1.32,1.716,54.555,10277.8
Manchester,Petrol Car,100.5,1.5,18-24,Sunny,No Peak,Weekday,3,21,8,1.15,1.725,65.265,13467
Manchester,Petrol Car,75.8,1.3,45-54,Sunny,No Peak,Weekend,3,50,5,1.32,1.716,54.15,10157.2
Manchester,Petrol Car,43,1.8,18-24,Sunny,No Peak,Weekend,3,21,8,1.32,2.376,39.39,5762
Manchester,Petrol Car,80.4,1.6,35-44,Sunny,No Peak,Weekend,3,40,6,1.32,2.112,56.22,10773.6
Manchester,Petrol Car,101,1.3,65+,Sunny,No Peak,Weekday,3,68,4,1.15,1.495,65.49,13534
Manchester,Petrol Car,100.3,1.2,18-24,Sunny,No Peak,Weekday,3,21,8,1.15,1.38,65.175,13440.2
London,Petrol Car,120,2.1,25-34,Sunny,No Peak,Weekend,3,30,7,1.32,2.772,74.04,16080
Bristol,Petrol Car,117.9,1.3,18-24,Sunny,No Peak,Weekend,3,21,8,1.32,1.716,73.095,15798.6
Bristol,Petrol Car,46.2,1,55-64,Sunny,No Peak,Weekend,3,60,4,1.32,1.32,40.83,6190.8
London,Petrol Car,121.8,1.6,45-54,Sunny,No Peak,Weekday,3,50,5,1.15,1.84,74.85,16321.2
Newcastle,Petrol Car,86.6,1.3,65+,Sunny,No Peak,Weekend,3,68,4,1.32,1.716,59.01,11604.4
London,Petrol Car,74.7,1.3,35-44,Sunny,No Peak,Weekend,3,40,6,1.32,1.716,53.655,10009.8
London,Petrol Car,49,1.4,18-24,Sunny,No Peak,Weekend,3,21,8,1.32,1.848,42.09,6566
Bristol,Petrol Car,130.1,1.4,18-24,Sunny,Peak,Weekday,3,21,8,1.72,2.408,78.585,17433.4
Newcastle,Petrol Car,108.7,1.5,25-34,Sunny,Peak,Weekday,3,30,7,1.72,2.58,68.955,14565.8
Birmingham,Petrol Car,76.8,1.3,25-34,Sunny,Peak,Weekday,3,30,7,1.72,2.236,54.6,10291.2
Birmingham,Petrol Car,113.4,1.3,65+,Sunny,Peak,Weekday,3,68,4,1.72,2.236,71.07,15195.6
Newcastle,Petrol Car,54.8,1.5,18-24,Sunny,Peak,Weekend,3,21,8,1.98,2.97,44.7,7343.2
Bristol,Petrol Car,68.6,1.7,35-44,Sunny,Peak,Weekday,3,40,6,1.72,2.924,50.91,9192.4
Liverpool,Petrol Car,58.9,2.1,18-24,Sunny,Peak,Weekday,3,21,8,1.72,3.612,46.545,7892.6
London,Petrol Car,112.9,1.3,55-64,Sunny,Peak,Weekday,3,60,4,1.72,2.236,70.845,15128.6
Liverpool,Petrol Car,90.6,1.3,18-24,Sunny,Peak,Weekday,3,21,8,1.72,2.236,60.81,12140.4
Liverpool,Petrol Car,77.5,1.8,45-54,Sunny,Peak,Weekday,3,50,5,1.72,3.096,54.915,10385
Manchester,Petrol Car,185.5,1.4,25-34,Sunny,Peak,Weekend,3,30,7,1.98,2.772,103.515,24857
Bristol,Petrol Car,58.1,1.3,35-44,Sunny,Peak,Weekday,3,40,6,1.72,2.236,46.185,7785.4
Bristol,Petrol Car,156.8,1.4,18-24,Sunny,Peak,Weekday,3,21,8,1.72,2.408,90.6,21011.2
Bristol,Petrol Car,90.6,2,35-44,Sunny,Peak,Weekend,3,40,6,1.98,3.96,60.81,12140.4
Manchester,Petrol Car,116.1,1.1,35-44,Sunny,Peak,Weekend,3,40,6,1.98,2.178,72.285,15557.4
Manchester,Petrol Car,96.1,1.8,45-54,Sunny,Peak,Weekend,3,50,5,1.98,3.564,63.285,12877.4
London,Petrol Car,98.1,2,25-34,Sunny,Peak,Weekday,3,30,7,1.72,3.44,64.185,13145.4
Manchester,Petrol Car,132,1.9,35-44,Sunny,Peak,Weekday,3,40,6,1.72,3.268,79.44,17688
Liverpool,Petrol Car,66.6,1.6,25-34,Sunny,Peak,Weekend,3,30,7,1.98,3.168,50.01,8924.4
Birmingham,Petrol Car,126.7,2,18-24,Sunny,Peak,Weekday,3,21,8,1.72,3.44,77.055,16977.8
London,Petrol Car,80.2,1.4,18-24,Sunny,Peak,Weekend,3,21,8,1.98,2.772,56.13,10746.8
Liverpool,Petrol Car,44,1.7,18-24,Sunny,Peak,Weekend,3,21,8,1.98,3.366,39.84,5896
Newcastle,Petrol Car,114.9,1.2,55-64,Sunny,Peak,Weekend,3,60,4,1.98,2.376,71.745,15396.6
Liverpool,Petrol Car,73,2.4,18-24,Sunny,Peak,Weekday,3,21,8,1.72,4.128,52.89,9782
Bristol,Petrol Car,118.4,1.1,55-64,Sunny,Peak,Weekday,3,60,4,1.72,1.892,73.32,15865.6
London,Petrol Car,121.8,1.8,25-34,Sunny,Peak,Weekend,3,30,7,1.98,3.564,74.85,16321.2
London,Petrol Car,127.4,1.7,45-54,Sunny,Peak,Weekend,3,50,5,1.98,3.366,77.37,17071.6
Birmingham,Petrol Car,137,1.4,18-24,Sunny,Peak,Weekday,3,21,8,1.72,2.408,81.69,18358
Bristol,Petrol Car,110.2,1.7,18-24,Sunny,Peak,Weekend,3,21,8,1.98,3.366,69.63,14766.8
London,Petrol Car,85,2,25-34,Sunny,Peak,Weekday,3,30,7,1.72,3.44,58.29,11390
London,Petrol Car,91.7,1.2,18-24,Sunny,Peak,Weekend,3,21,8,1.98,2.376,61.305,12287.8
Liverpool,Petrol Car,105.1,1,18-24,Sunny,Peak,Weekday,3,21,8,1.72,1.72,67.335,14083.4
Bristol,Petrol Car,152.6,1.6,45-54,Sunny,Peak,Weekend,3,50,5,1.98,3.168,88.71,20448.4
Manchester,Petrol Car,113.6,1.3,45-54,Sunny,Peak,Weekday,3,50,5,1.72,2.236,71.16,15222.4
Manchester,Petrol Car,89.4,1.3,35-44,Sunny,Peak,Weekday,3,40,6,1.72,2.236,60.27,11979.6
Manchester,Petrol Car,136.1,1,35-44,Sunny,Peak,Weekday,3,40,6,1.72,1.72,81.285,18237.4
Liverpool,Petrol Car,81.9,1.5,45-54,Sunny,Peak,Weekday,3,50,5,1.72,2.58,56.895,10974.6
Birmingham,Petrol Car,99.8,1.5,35-44,Sunny,Peak,Weekday,3,40,6,1.72,2.58,64.95,13373.2
Bristol,Petrol Car,78.4,1.3,25-34,Sunny,Peak,Weekday,3,30,7,1.72,2.236,55.32,10505.6
Bristol,Petrol Car,106.9,2,25-34,Sunny,Peak,Weekday,3,30,7,1.72,3.44,68.145,14324.6
Manchester,Petrol Car,32.8,1,45-54,Sunny,Peak,Weekend,3,50,5,1.98,1.98,34.8,4395.2
Liverpool,Petrol Car,104.1,1,35-44,Sunny,Peak,Weekday,3,40,6,1.72,1.72,66.885,13949.4
Birmingham,Petrol Car,83.7,1.4,55-64,Sunny,Peak,Weekday,3,60,4,1.72,2.408,57.705,11215.8
Birmingham,Petrol Car,100.1,1.5,25-34,Sunny,Peak,Weekend,3,30,7,1.98,2.97,65.085,13413.4
London,Petrol Car,75.1,1.1,25-34,Sunny,Peak,Weekday,3,30,7,1.72,1.892,53.835,10063.4
Bristol,Petrol Car,52.5,1.6,55-64,Sunny,Peak,Weekend,3,60,4,1.98,3.168,43.665,7035
London,Petrol Car,110.7,2,45-54,Sunny,Peak,Weekend,3,50,5,1.98,3.96,69.855,14833.8
London,Petrol Car,128.2,1.3,25-34,Sunny,Peak,Weekend,3,30,7,1.98,2.574,77.73,17178.8
Manchester,Petrol Car,113.1,1.5,25-34,Sunny,Peak,Weekday,3,30,7,1.72,2.58,70.935,15155.4
Newcastle,Petrol Car,107.5,1.2,25-34,Sunny,Peak,Weekday,3,30,7,1.72,2.064,68.415,14405
Birmingham,Petrol Car,131.3,2,35-44,Sunny,Peak,Weekend,3,40,6,1.98,3.96,79.125,17594.2
Newcastle,Petrol Car,118.9,1.6,25-34,Sunny,Peak,Weekend,3,30,7,1.98,3.168,73.545,15932.6
Bristol,Petrol Car,162,1.8,25-34,Sunny,Peak,Weekend,3,30,7,1.98,3.564,92.94,21708
Liverpool,Petrol Car,105.6,1.1,55-64,Sunny,Peak,Weekday,3,60,4,1.72,1.892,67.56,14150.4
Birmingham,Petrol Car,169,1,25-34,Sunny,Peak,Weekend,3,30,7,1.98,1.98,96.09,22646
Bristol,Petrol Car,110.9,1.5,55-64,Sunny,Peak,Weekend,3,60,4,1.98,2.97,69.945,14860.6
Manchester,Petrol Car,110.4,1.4,55-64,Sunny,Peak,Weekday,3,60,4,1.72,2.408,69.72,14793.6
Bristol,Petrol Car,80,1.8,25-34,Sunny,Peak,Weekend,3,30,7,1.98,3.564,56.04,10720
Newcastle,Petrol Car,140,1.3,55-64,Sunny,Peak,Weekend,3,60,4,1.98,2.574,83.04,18760
Bristol,Petrol Car,75,2,45-54,Sunny,Peak,Weekday,3,50,5,1.72,3.44,53.79,10050
Newcastle,Petrol Car,141.8,1.3,35-44,Sunny,Peak,Weekend,3,40,6,1.98,2.574,83.85,19001.2
Liverpool,Petrol Car,82,1.3,55-64,Sunny,Peak,Weekday,3,60,4,1.72,2.236,56.94,10988
Bristol,Petrol Car,153.1,1,18-24,Sunny,Peak,Weekday,3,21,8,1.72,1.72,88.935,20515.4
London,Petrol Car,113,1.2,45-54,Sunny,Peak,Weekday,3,50,5,1.72,2.064,70.89,15142
London,Petrol Car,107.3,1.4,18-24,Sunny,Peak,Weekday,3,21,8,1.72,2.408,68.325,14378.2
London,Petrol Car,138.2,1.2,65+,Sunny,Peak,Weekday,3,68,4,1.72,2.064,82.23,18518.8
Newcastle,Petrol Car,85.5,1.5,25-34,Sunny,Peak,Weekend,3,30,7,1.98,2.97,58.515,11457
Birmingham,Petrol Car,59.7,1.8,18-24,Sunny,Peak,Weekend,3,21,8,1.98,3.564,46.905,7999.8
Manchester,Petrol Car,95.2,1.5,45-54,Sunny,Peak,Weekend,3,50,5,1.98,2.97,62.88,12756.8
Birmingham,Petrol Car,131.1,1.2,25-34,Sunny,Peak,Weekend,3,30,7,1.98,2.376,79.035,17567.4
Newcastle,Petrol Car,105.6,1.3,55-64,Sunny,Peak,Weekday,3,60,4,1.72,2.236,67.56,14150.4
Bristol,Petrol Car,162.6,1.4,18-24,Rain,Peak,Weekday,4,21,8,2.34,3.276,93.21,21788.4
Manchester,Petrol Car,170.1,1.4,18-24,Sunny,Peak,Weekend,4,21,8,2.07,2.898,96.585,22793.4
Newcastle,Petrol Car,64.2,1.7,55-64,Rain,Peak,Weekday,4,60,4,2.34,3.978,48.93,8602.8
Bristol,Petrol Car,106.8,1.2,18-24,Cloudy,Peak,Weekday,4,21,8,1.98,2.376,68.1,14311.2
Manchester,Petrol Car,95,1.5,45-54,Rain,No Peak,Weekend,4,50,5,1.79,2.685,62.79,12730
London,Petrol Car,120,1.3,45-54,Cloudy,Peak,Weekday,4,50,5,1.98,2.574,74.04,16080
Manchester,Petrol Car,98.9,1.8,55-64,Rain,Peak,Weekend,4,60,4,2.69,4.842,64.545,13252.6
Newcastle,Petrol Car,88.5,1.4,18-24,Rain,No Peak,Weekday,4,21,8,1.56,2.184,59.865,11859
Newcastle,Petrol Car,117.5,1.6,18-24,Cloudy,No Peak,Weekday,4,21,8,1.32,2.112,72.915,15745
Birmingham,Petrol Car,123.8,1.7,18-24,Rain,No Peak,Weekday,4,21,8,1.56,2.652,75.75,16589.2
Newcastle,Petrol Car,96,1.2,18-24,Rain,Peak,Weekday,4,21,8,2.34,2.808,63.24,12864
Liverpool,Petrol Car,72.4,1.6,45-54,Sunny,Peak,Weekend,4,50,5,2.07,3.312,52.62,9701.6
Manchester,Petrol Car,103.6,1.3,18-24,Rain,No Peak,Weekend,4,21,8,1.79,2.327,66.66,13882.4
Birmingham,Petrol Car,76.1,1.4,55-64,Rain,Peak,Weekend,4,60,4,2.69,3.766,54.285,10197.4
Bristol,Petrol Car,107,1.5,18-24,Rain,No Peak,Weekday,4,21,8,1.56,2.34,68.19,14338
Bristol,Petrol Car,122.1,1.1,18-24,Sunny,Peak,Weekday,4,21,8,1.8,1.98,74.985,16361.4
Newcastle,Petrol Car,111.2,1.4,18-24,Sunny,No Peak,Weekday,4,21,8,1.2,1.68,70.08,14900.8
London,Petrol Car,102.6,1.5,25-34,Rain,No Peak,Weekday,4,30,7,1.56,2.34,66.21,13748.4
Manchester,Petrol Car,79.3,2,18-24,Rain,No Peak,Weekday,4,21,8,1.56,3.12,55.725,10626.2
Newcastle,Petrol Car,118.1,1.9,35-44,Sunny,No Peak,Weekend,4,40,6,1.38,2.622,73.185,15825.4
Liverpool,Petrol Car,107.6,1.5,65+,Rain,Peak,Weekday,4,68,4,2.34,3.51,68.46,14418.4
Bristol,Petrol Car,87.4,1.5,35-44,Rain,No Peak,Weekday,4,40,6,1.56,2.34,59.37,11711.6
Manchester,Petrol Car,153.5,1.3,55-64,Rain,Peak,Weekend,4,60,4,2.69,3.497,89.115,20569
Newcastle,Petrol Car,45.6,1.2,25-34,Rain,Peak,Weekday,4,30,7,2.34,2.808,40.56,6110.4
London,Petrol Car,153.8,1.8,55-64,Cloudy,Peak,Weekend,4,60,4,2.28,4.104,89.25,20609.2
Newcastle,Petrol Car,109.2,2,65+,Cloudy,Peak,Weekend,4,68,4,2.28,4.56,69.18,14632.8
Liverpool,Petrol Car,87,1.5,55-64,Cloudy,Peak,Weekday,4,60,4,1.98,2.97,59.19,11658
Birmingham,Petrol Car,81.1,1.9,25-34,Rain,Peak,Weekday,4,30,7,2.34,4.446,56.535,10867.4
Newcastle,Petrol Car,122.6,1.1,35-44,Cloudy,No Peak,Weekday,4,40,6,1.32,1.452,75.21,16428.4
Birmingham,Petrol Car,96.3,1.8,18-24,Rain,Peak,Weekday,4,21,8,2.34,4.212,63.375,12904.2
Manchester,Petrol Car,105.7,1.9,55-64,Rain,Peak,Weekday,4,60,4,2.34,4.446,67.605,14163.8
Newcastle,Petrol Car,101.1,1.5,25-34,Sunny,No Peak,Weekend,4,30,7,1.38,2.07,65.535,13547.4
London,Petrol Car,155.7,1.5,25-34,Cloudy,No Peak,Weekday,4,30,7,1.32,1.98,90.105,20863.8
London,Petrol Car,96.5,1.6,35-44,Sunny,Peak,Weekday,4,40,6,1.8,2.88,63.465,12931
Manchester,Petrol Car,115.8,1.4,25-34,Cloudy,Peak,Weekend,4,30,7,2.28,3.192,72.15,15517.2
London,Petrol Car,96.4,1.4,55-64,Cloudy,Peak,Weekend,4,60,4,2.28,3.192,63.42,12917.6
London,Petrol Car,64.5,1,18-24,Rain,Peak,Weekend,4,21,8,2.69,2.69,49.065,8643
Newcastle,Petrol Car,119.4,1.5,35-44,Cloudy,No Peak,Weekday,4,40,6,1.32,1.98,73.77,15999.6
Bristol,Petrol Car,78.9,1,25-34,Rain,No Peak,Weekend,4,30,7,1.79,1.79,55.545,10572.6
Bristol,Petrol Car,104.4,1.8,55-64,Cloudy,No Peak,Weekday,4,60,4,1.32,2.376,67.02,13989.6
Newcastle,Petrol Car,97.7,1.3,35-44,Rain,Peak,Weekday,4,40,6,2.34,3.042,64.005,13091.8
Newcastle,Petrol Car,120.8,1.2,65+,Rain,No Peak,Weekday,4,68,4,1.56,1.872,74.4,16187.2
Birmingham,Petrol Car,126.5,1.7,45-54,Rain,Peak,Weekday,4,50,5,2.34,3.978,76.965,16951
Bristol,Petrol Car,131.1,2,25-34,Cloudy,No Peak,Weekday,4,30,7,1.32,2.64,79.035,17567.4
London,Petrol Car,134.2,1.8,55-64,Sunny,Peak,Weekend,4,60,4,2.07,3.726,80.43,17982.8
Newcastle,Petrol Car,109.8,1.6,45-54,Rain,Peak,Weekday,4,50,5,2.34,3.744,69.45,14713.2
Manchester,Petrol Car,55.3,1.9,35-44,Rain,Peak,Weekend,4,40,6,2.69,5.111,44.925,7410.2
Newcastle,Petrol Car,64.1,1.9,25-34,Rain,Peak,Weekday,4,30,7,2.34,4.446,48.885,8589.4
London,Petrol Car,80.7,1,18-24,Rain,No Peak,Weekend,4,21,8,1.79,1.79,56.355,10813.8
Liverpool,Petrol Car,88.4,1.8,18-24,Rain,No Peak,Weekday,4,21,8,1.56,2.808,59.82,11845.6
Birmingham,Petrol Car,60.3,1.4,25-34,Cloudy,No Peak,Weekend,4,30,7,1.52,2.128,47.175,8080.2
Birmingham,Petrol Car,82.6,1.8,45-54,Sunny,No Peak,Weekend,4,50,5,1.38,2.484,57.21,11068.4
Birmingham,Petrol Car,110.7,1.3,55-64,Cloudy,Peak,Weekend,4,60,4,2.28,2.964,69.855,14833.8
London,Petrol Car,115.4,1.5,25-34,Cloudy,Peak,Weekend,4,30,7,2.28,3.42,71.97,15463.6
Bristol,Petrol Car,59.4,2,55-64,Rain,Peak,Weekday,4,60,4,2.34,4.68,46.77,7959.6
Birmingham,Petrol Car,98.3,1.2,25-34,Cloudy,Peak,Weekend,4,30,7,2.28,2.736,64.275,13172.2
London,Petrol Car,55.1,1.4,35-44,Rain,No Peak,Weekend,4,40,6,1.79,2.506,44.835,7383.4
London,Petrol Car,95.8,1.8,35-44,Cloudy,Peak,Weekday,4,40,6,1.98,3.564,63.15,12837.2
London,Petrol Car,150,1.4,25-34,Rain,Peak,Weekday,4,30,7,2.34,3.276,87.54,20100
Manchester,Petrol Car,71.9,1.4,55-64,Cloudy,Peak,Weekend,4,60,4,2.28,3.192,52.395,9634.6
Newcastle,Petrol Car,76.6,1.5,35-44,Rain,Peak,Weekday,4,40,6,2.34,3.51,54.51,10264.4
London,Petrol Car,58.1,1.9,25-34,Rain,Peak,Weekend,4,30,7,2.69,5.111,46.185,7785.4
Manchester,Petrol Car,129,1.1,18-24,Rain,Peak,Weekend,4,21,8,2.69,2.959,78.09,17286
Bristol,Petrol Car,59.1,1.3,25-34,Cloudy,No Peak,Weekend,4,30,7,1.52,1.976,46.635,7919.4
Manchester,Petrol Car,123.7,1.2,55-64,Rain,No Peak,Weekday,4,60,4,1.56,1.872,75.705,16575.8
Newcastle,Petrol Car,93.2,1.3,35-44,Rain,No Peak,Weekend,4,40,6,1.79,2.327,61.98,12488.8
Liverpool,Petrol Car,111.9,1.2,65+,Sunny,Peak,Weekend,4,68,4,2.07,2.484,70.395,14994.6
